,STN-WBAN,DATE,TEMP,DEWP,SLP,STP,MAX,MIN,PRCP
2853,,20081024,,,,,,,
2854,,20081025,,,,,,,
2855,,20081026,,,,,,,
2856,,20081027,,,,,,,
2857,,20081028,,,,,,,
2858,,20081029,,,,,,,
2859,,20081030,,,,,,,
2860,,20081031,,,,,,,
2861,,20081101,,,,,,,
2862,,20081102,,,,,,,
2863,,20081103,,,,,,,
2864,,20081104,,,,,,,
2865,,20081105,,,,,,,
2866,,20081106,,,,,,,
2867,,20081107,,,,,,,
2868,,20081108,,,,,,,
2869,,20081109,,,,,,,
2870,,20081110,,,,,,,
2871,,20081111,,,,,,,
2872,,20081112,,,,,,,
2873,,20081113,,,,,,,
2874,,20081114,,,,,,,
2875,,20081115,,,,,,,
2876,,20081116,,,,,,,
2877,,20081117,,,,,,,
2878,,20081118,,,,,,,
2879,,20081119,,,,,,,
2880,,20081120,,,,,,,
2881,,20081121,,,,,,,
2882,,20081122,,,,,,,
2883,,20081123,,,,,,,
2884,,20081124,,,,,,,
2885,,20081125,,,,,,,
2886,,20081126,,,,,,,
2887,,20081127,,,,,,,
2888,,20081128,,,,,,,
2889,,20081129,,,,,,,
2890,,20081130,,,,,,,
2891,,20081201,,,,,,,
2892,,20081202,,,,,,,
2893,,20081203,,,,,,,
2894,,20081204,,,,,,,
2895,,20081205,,,,,,,
2896,,20081206,,,,,,,
2897,,20081207,,,,,,,
2898,,20081208,,,,,,,
2899,,20081209,,,,,,,
2900,,20081210,,,,,,,
2901,,20081211,,,,,,,
2902,,20081212,,,,,,,
2903,,20081213,,,,,,,
2904,,20081214,,,,,,,
2905,,20081215,,,,,,,
2906,,20081216,,,,,,,
2907,,20081217,,,,,,,
2908,,20081218,,,,,,,
2909,,20081219,,,,,,,
2910,,20081220,,,,,,,
2911,,20081221,,,,,,,
2912,,20081222,,,,,,,
2913,,20081223,,,,,,,
2914,,20081224,,,,,,,
2915,,20081225,,,,,,,
2916,,20081226,,,,,,,
2917,,20081227,,,,,,,
2918,,20081228,,,,,,,
2919,,20081229,,,,,,,
2920,,20081230,,,,,,,
2921,,20081231,,,,,,,
2922,,20090101,,,,,,,
2923,,20090102,,,,,,,
2924,,20090103,,,,,,,
2925,,20090104,,,,,,,
2926,,20090105,,,,,,,
2927,,20090106,,,,,,,
2928,,20090107,,,,,,,
2929,,20090108,,,,,,,
2930,,20090109,,,,,,,
2931,,20090110,,,,,,,
2932,,20090111,,,,,,,
2933,,20090112,,,,,,,
2934,,20090113,,,,,,,
2935,,20090114,,,,,,,
2936,,20090115,,,,,,,
2937,,20090116,,,,,,,
2938,,20090117,,,,,,,
2939,,20090118,,,,,,,
2940,,20090119,,,,,,,
2941,,20090120,,,,,,,
2942,,20090121,,,,,,,
2943,,20090122,,,,,,,
2944,,20090123,,,,,,,
2945,,20090124,,,,,,,
2946,,20090125,,,,,,,
2947,,20090126,,,,,,,
2948,,20090127,,,,,,,
2949,,20090128,,,,,,,
2950,,20090129,,,,,,,
2951,,20090130,,,,,,,
2952,,20090131,,,,,,,
2953,,20090201,,,,,,,
2954,,20090202,,,,,,,
2955,,20090203,,,,,,,
2956,,20090204,,,,,,,
2957,,20090205,,,,,,,
2958,,20090206,,,,,,,
2959,,20090207,,,,,,,
2960,,20090208,,,,,,,
2961,,20090209,,,,,,,
2962,,20090210,,,,,,,
2963,,20090211,,,,,,,
2964,,20090212,,,,,,,
2965,,20090213,,,,,,,
2966,,20090214,,,,,,,
2967,,20090215,,,,,,,
2968,,20090216,,,,,,,
2969,,20090217,,,,,,,
2970,,20090218,,,,,,,
2971,,20090219,,,,,,,
2972,,20090220,,,,,,,
2973,,20090221,,,,,,,
2974,,20090222,,,,,,,
2975,,20090223,,,,,,,
2976,,20090224,,,,,,,
2977,,20090225,,,,,,,
2978,,20090226,,,,,,,
2979,,20090227,,,,,,,
2980,,20090228,,,,,,,
2981,,20090301,,,,,,,
2982,,20090302,,,,,,,
2983,,20090303,,,,,,,
2984,,20090304,,,,,,,
2985,,20090305,,,,,,,
2986,,20090306,,,,,,,
2987,,20090307,,,,,,,
2988,,20090308,,,,,,,
2989,,20090309,,,,,,,
2990,,20090310,,,,,,,
2991,,20090311,,,,,,,
2992,,20090312,,,,,,,
2993,,20090313,,,,,,,
2994,,20090314,,,,,,,
2995,,20090315,,,,,,,
2996,,20090316,,,,,,,
2997,,20090317,,,,,,,
2998,,20090318,,,,,,,
2999,,20090319,,,,,,,
3000,,20090320,,,,,,,
3001,,20090321,,,,,,,
3002,,20090322,,,,,,,
3003,,20090323,,,,,,,
3004,,20090324,,,,,,,
3005,,20090325,,,,,,,
3006,,20090326,,,,,,,
3007,,20090327,,,,,,,
3008,,20090328,,,,,,,
3009,,20090329,,,,,,,
3010,,20090330,,,,,,,
3011,,20090331,,,,,,,
3012,,20090401,,,,,,,
3013,,20090402,,,,,,,
3014,,20090403,,,,,,,
3015,,20090404,,,,,,,
3016,,20090405,,,,,,,
3017,,20090406,,,,,,,
3018,,20090407,,,,,,,
3019,,20090408,,,,,,,
3020,,20090409,,,,,,,
3021,,20090410,,,,,,,
3022,,20090411,,,,,,,
3023,,20090412,,,,,,,
3024,,20090413,,,,,,,
3025,,20090414,,,,,,,
3026,,20090415,,,,,,,
3027,,20090416,,,,,,,
3028,,20090417,,,,,,,
3029,,20090418,,,,,,,
3030,,20090419,,,,,,,
3031,,20090420,,,,,,,
3032,,20090421,,,,,,,
3033,,20090422,,,,,,,
3034,,20090423,,,,,,,
3035,,20090424,,,,,,,
3036,,20090425,,,,,,,
3037,,20090426,,,,,,,
3038,,20090427,,,,,,,
3039,,20090428,,,,,,,
3040,,20090429,,,,,,,
3041,,20090430,,,,,,,
3042,,20090501,,,,,,,
3043,,20090502,,,,,,,
3044,,20090503,,,,,,,
3045,,20090504,,,,,,,
3046,,20090505,,,,,,,
3047,,20090506,,,,,,,
3048,,20090507,,,,,,,
3049,,20090508,,,,,,,
3050,,20090509,,,,,,,
3051,,20090510,,,,,,,
3052,,20090511,,,,,,,
3053,,20090512,,,,,,,
3054,,20090513,,,,,,,
3055,,20090514,,,,,,,
3056,,20090515,,,,,,,
3057,,20090516,,,,,,,
3058,,20090517,,,,,,,
3059,,20090518,,,,,,,
3060,,20090519,,,,,,,
3061,,20090520,,,,,,,
3062,,20090521,,,,,,,
3063,,20090522,,,,,,,
3064,,20090523,,,,,,,
3065,,20090524,,,,,,,
3066,,20090525,,,,,,,
3067,,20090526,,,,,,,
3068,,20090527,,,,,,,
3069,,20090528,,,,,,,
3070,,20090529,,,,,,,
3071,,20090530,,,,,,,
3072,,20090531,,,,,,,
3073,,20090601,,,,,,,
3074,,20090602,,,,,,,
3075,,20090603,,,,,,,
3076,,20090604,,,,,,,
3077,,20090605,,,,,,,
3078,,20090606,,,,,,,
3079,,20090607,,,,,,,
3080,,20090608,,,,,,,
3081,,20090609,,,,,,,
3082,,20090610,,,,,,,
3083,,20090611,,,,,,,
3084,,20090612,,,,,,,
3085,,20090613,,,,,,,
3086,,20090614,,,,,,,
3087,,20090615,,,,,,,
3088,,20090616,,,,,,,
3089,,20090617,,,,,,,
3090,,20090618,,,,,,,
3091,,20090619,,,,,,,
3092,,20090620,,,,,,,
3093,,20090621,,,,,,,
3094,,20090622,,,,,,,
3095,,20090623,,,,,,,
3096,,20090624,,,,,,,
3097,,20090625,,,,,,,
3098,,20090626,,,,,,,
3099,,20090627,,,,,,,
3100,,20090628,,,,,,,
3101,,20090629,,,,,,,
3102,,20090630,,,,,,,
3103,,20090701,,,,,,,
3104,,20090702,,,,,,,
3105,,20090703,,,,,,,
3106,,20090704,,,,,,,
3107,,20090705,,,,,,,
3108,,20090706,,,,,,,
3109,,20090707,,,,,,,
3110,,20090708,,,,,,,
3111,,20090709,,,,,,,
3112,,20090710,,,,,,,
3113,,20090711,,,,,,,
3114,,20090712,,,,,,,
3115,,20090713,,,,,,,
3116,,20090714,,,,,,,
3117,,20090715,,,,,,,
3118,,20090716,,,,,,,
3119,,20090717,,,,,,,
3120,,20090718,,,,,,,
3121,,20090719,,,,,,,
3122,,20090720,,,,,,,
3123,,20090721,,,,,,,
3124,,20090722,,,,,,,
3125,,20090723,,,,,,,
3126,,20090724,,,,,,,
3127,,20090725,,,,,,,
3128,,20090726,,,,,,,
3129,,20090727,,,,,,,
3130,,20090728,,,,,,,
3131,,20090729,,,,,,,
3132,,20090730,,,,,,,
3133,,20090731,,,,,,,
3134,,20090801,,,,,,,
3135,,20090802,,,,,,,
3136,,20090803,,,,,,,
3137,,20090804,,,,,,,
3138,,20090805,,,,,,,
3139,,20090806,,,,,,,
3140,,20090807,,,,,,,
3141,,20090808,,,,,,,
3142,,20090809,,,,,,,
3143,,20090810,,,,,,,
3144,,20090811,,,,,,,
3145,,20090812,,,,,,,
3146,,20090813,,,,,,,
3147,,20090814,,,,,,,
3148,,20090815,,,,,,,
3149,,20090816,,,,,,,
3150,,20090817,,,,,,,
3151,,20090818,,,,,,,
3152,,20090819,,,,,,,
3153,,20090820,,,,,,,
3154,,20090821,,,,,,,
3155,,20090822,,,,,,,
3156,,20090823,,,,,,,
3157,,20090824,,,,,,,
3158,,20090825,,,,,,,
3159,,20090826,,,,,,,
3160,,20090827,,,,,,,
3161,,20090828,,,,,,,
3162,,20090829,,,,,,,
3163,,20090830,,,,,,,
3164,,20090831,,,,,,,
3165,,20090901,,,,,,,
3166,,20090902,,,,,,,
3167,,20090903,,,,,,,
3168,,20090904,,,,,,,
3169,,20090905,,,,,,,
3170,,20090906,,,,,,,
3171,,20090907,,,,,,,
3172,,20090908,,,,,,,
3173,,20090909,,,,,,,
3174,,20090910,,,,,,,
3175,,20090911,,,,,,,
3176,,20090912,,,,,,,
3177,,20090913,,,,,,,
3178,,20090914,,,,,,,
3179,,20090915,,,,,,,
3180,,20090916,,,,,,,
3181,,20090917,,,,,,,
3182,,20090918,,,,,,,
3183,,20090919,,,,,,,
3184,,20090920,,,,,,,
3185,,20090921,,,,,,,
3186,,20090922,,,,,,,
3187,,20090923,,,,,,,
3188,,20090924,,,,,,,
3189,,20090925,,,,,,,
3190,,20090926,,,,,,,
3191,,20090927,,,,,,,
3192,,20090928,,,,,,,
3193,,20090929,,,,,,,
3194,,20090930,,,,,,,
3195,,20091001,,,,,,,
3196,,20091002,,,,,,,
3197,,20091003,,,,,,,
3198,,20091004,,,,,,,
3199,,20091005,,,,,,,
3200,,20091006,,,,,,,
3201,,20091007,,,,,,,
3202,,20091008,,,,,,,
3203,,20091009,,,,,,,
3204,,20091010,,,,,,,
3205,,20091011,,,,,,,
3206,,20091012,,,,,,,
3207,,20091013,,,,,,,
3208,,20091014,,,,,,,
3209,,20091015,,,,,,,
3210,,20091016,,,,,,,
3211,,20091017,,,,,,,
3212,,20091018,,,,,,,
3213,,20091019,,,,,,,
3214,,20091020,,,,,,,
3215,,20091021,,,,,,,
3216,,20091022,,,,,,,
3217,,20091023,,,,,,,
3218,,20091024,,,,,,,
3219,,20091025,,,,,,,
3220,,20091026,,,,,,,
3221,,20091027,,,,,,,
3222,,20091028,,,,,,,
3223,,20091029,,,,,,,
3224,,20091030,,,,,,,
3225,,20091031,,,,,,,
3226,,20091101,,,,,,,
3227,,20091102,,,,,,,
3228,,20091103,,,,,,,
3229,,20091104,,,,,,,
3230,,20091105,,,,,,,
3231,,20091106,,,,,,,
3232,,20091107,,,,,,,
3233,,20091108,,,,,,,
3234,,20091109,,,,,,,
3235,,20091110,,,,,,,
3236,,20091111,,,,,,,
3237,,20091112,,,,,,,
3238,,20091113,,,,,,,
3239,,20091114,,,,,,,
3240,,20091115,,,,,,,
3241,,20091116,,,,,,,
3242,,20091117,,,,,,,
3243,,20091118,,,,,,,
3244,,20091119,,,,,,,
3245,,20091120,,,,,,,
3246,,20091121,,,,,,,
3247,,20091122,,,,,,,
3248,,20091123,,,,,,,
3249,,20091124,,,,,,,
3250,,20091125,,,,,,,
3251,,20091126,,,,,,,
3252,,20091127,,,,,,,
3253,,20091128,,,,,,,
3254,,20091129,,,,,,,
3255,,20091130,,,,,,,
3256,,20091201,,,,,,,
3257,,20091202,,,,,,,
3258,,20091203,,,,,,,
3259,,20091204,,,,,,,
3260,,20091205,,,,,,,
3261,,20091206,,,,,,,
3262,,20091207,,,,,,,
3263,,20091208,,,,,,,
3264,,20091209,,,,,,,
3265,,20091210,,,,,,,
3266,,20091211,,,,,,,
3267,,20091212,,,,,,,
3268,,20091213,,,,,,,
3269,,20091214,,,,,,,
3270,,20091215,,,,,,,
3271,,20091216,,,,,,,
3272,,20091217,,,,,,,
3273,,20091218,,,,,,,
3274,,20091219,,,,,,,
3275,,20091220,,,,,,,
3276,,20091221,,,,,,,
3277,,20091222,,,,,,,
3278,,20091223,,,,,,,
3279,,20091224,,,,,,,
3280,,20091225,,,,,,,
3281,,20091226,,,,,,,
3282,,20091227,,,,,,,
3283,,20091228,,,,,,,
3284,,20091229,,,,,,,
3285,,20091230,,,,,,,
3286,,20091231,,,,,,,
3287,,20100101,,,,,,,
3288,,20100102,,,,,,,
3289,,20100103,,,,,,,
3290,,20100104,,,,,,,
3291,,20100105,,,,,,,
3292,,20100106,,,,,,,
3293,,20100107,,,,,,,
3294,,20100108,,,,,,,
3295,,20100109,,,,,,,
3296,,20100110,,,,,,,
3297,,20100111,,,,,,,
3298,,20100112,,,,,,,
3299,,20100113,,,,,,,
3300,,20100114,,,,,,,
3301,,20100115,,,,,,,
3302,,20100116,,,,,,,
3303,,20100117,,,,,,,
3304,,20100118,,,,,,,
3305,,20100119,,,,,,,
3306,,20100120,,,,,,,
3307,,20100121,,,,,,,
3308,,20100122,,,,,,,
3309,,20100123,,,,,,,
3310,,20100124,,,,,,,
3311,,20100125,,,,,,,
3312,,20100126,,,,,,,
3313,,20100127,,,,,,,
3314,,20100128,,,,,,,
3315,,20100129,,,,,,,
3316,,20100130,,,,,,,
3317,,20100131,,,,,,,
3318,,20100201,,,,,,,
3319,,20100202,,,,,,,
3320,,20100203,,,,,,,
3321,,20100204,,,,,,,
3322,,20100205,,,,,,,
3323,,20100206,,,,,,,
3324,,20100207,,,,,,,
3325,,20100208,,,,,,,
3326,,20100209,,,,,,,
3327,,20100210,,,,,,,
3328,,20100211,,,,,,,
3329,,20100212,,,,,,,
3330,,20100213,,,,,,,
3331,,20100214,,,,,,,
3332,,20100215,,,,,,,
3333,,20100216,,,,,,,
3334,,20100217,,,,,,,
3335,,20100218,,,,,,,
3336,,20100219,,,,,,,
3337,,20100220,,,,,,,
3338,,20100221,,,,,,,
3339,,20100222,,,,,,,
3340,,20100223,,,,,,,
3341,,20100224,,,,,,,
3342,,20100225,,,,,,,
3343,,20100226,,,,,,,
3344,,20100227,,,,,,,
3345,,20100228,,,,,,,
3346,,20100301,,,,,,,
3347,,20100302,,,,,,,
3348,,20100303,,,,,,,
3349,,20100304,,,,,,,
3350,,20100305,,,,,,,
3351,,20100306,,,,,,,
3352,,20100307,,,,,,,
3353,,20100308,,,,,,,
3354,,20100309,,,,,,,
3355,,20100310,,,,,,,
3356,,20100311,,,,,,,
3357,,20100312,,,,,,,
3358,,20100313,,,,,,,
3359,,20100314,,,,,,,
3360,,20100315,,,,,,,
3361,,20100316,,,,,,,
3362,,20100317,,,,,,,
3363,,20100318,,,,,,,
3364,,20100319,,,,,,,
3365,,20100320,,,,,,,
3366,,20100321,,,,,,,
3367,,20100322,,,,,,,
3368,,20100323,,,,,,,
3369,,20100324,,,,,,,
3370,,20100325,,,,,,,
3371,,20100326,,,,,,,
3372,,20100327,,,,,,,
3373,,20100328,,,,,,,
3374,,20100329,,,,,,,
3375,,20100330,,,,,,,
3376,,20100331,,,,,,,
3377,,20100401,,,,,,,
3378,,20100402,,,,,,,
3379,,20100403,,,,,,,
3380,,20100404,,,,,,,
3381,,20100405,,,,,,,
3382,,20100406,,,,,,,
3383,,20100407,,,,,,,
3384,,20100408,,,,,,,
3385,,20100409,,,,,,,
3386,,20100410,,,,,,,
3387,,20100411,,,,,,,
3388,,20100412,,,,,,,
3389,,20100413,,,,,,,
3390,,20100414,,,,,,,
3391,,20100415,,,,,,,
3392,,20100416,,,,,,,
3393,,20100417,,,,,,,
3394,,20100418,,,,,,,
3395,,20100419,,,,,,,
3396,,20100420,,,,,,,
3397,,20100421,,,,,,,
3398,,20100422,,,,,,,
3399,,20100423,,,,,,,
3400,,20100424,,,,,,,
3401,,20100425,,,,,,,
3402,,20100426,,,,,,,
3403,,20100427,,,,,,,
3404,,20100428,,,,,,,
3405,,20100429,,,,,,,
3406,,20100430,,,,,,,
3407,,20100501,,,,,,,
3408,,20100502,,,,,,,
3409,,20100503,,,,,,,
3410,,20100504,,,,,,,
3411,,20100505,,,,,,,
3412,,20100506,,,,,,,
3413,,20100507,,,,,,,
3414,,20100508,,,,,,,
3415,,20100509,,,,,,,
3416,,20100510,,,,,,,
3417,,20100511,,,,,,,
3418,,20100512,,,,,,,
3419,,20100513,,,,,,,
3420,,20100514,,,,,,,
3421,,20100515,,,,,,,
3422,,20100516,,,,,,,
3423,,20100517,,,,,,,
3424,,20100518,,,,,,,
3425,,20100519,,,,,,,
3426,,20100520,,,,,,,
3427,,20100521,,,,,,,
3428,,20100522,,,,,,,
3429,,20100523,,,,,,,
3430,,20100524,,,,,,,
3431,,20100525,,,,,,,
3432,,20100526,,,,,,,
3433,,20100527,,,,,,,
3434,,20100528,,,,,,,
3435,,20100529,,,,,,,
3436,,20100530,,,,,,,
3437,,20100531,,,,,,,
3438,,20100601,,,,,,,
3439,,20100602,,,,,,,
3440,,20100603,,,,,,,
3441,,20100604,,,,,,,
3442,,20100605,,,,,,,
3443,,20100606,,,,,,,
3444,,20100607,,,,,,,
3445,,20100608,,,,,,,
3446,,20100609,,,,,,,
3447,,20100610,,,,,,,
3448,,20100611,,,,,,,
3449,,20100612,,,,,,,
3450,,20100613,,,,,,,
3451,,20100614,,,,,,,
3452,,20100615,,,,,,,
3453,,20100616,,,,,,,
3454,,20100617,,,,,,,
3455,,20100618,,,,,,,
3456,,20100619,,,,,,,
3457,,20100620,,,,,,,
3458,,20100621,,,,,,,
3459,,20100622,,,,,,,
3460,,20100623,,,,,,,
3461,,20100624,,,,,,,
3462,,20100625,,,,,,,
3463,,20100626,,,,,,,
3464,,20100627,,,,,,,
3465,,20100628,,,,,,,
3466,,20100629,,,,,,,
3467,,20100630,,,,,,,
3468,,20100701,,,,,,,
3469,,20100702,,,,,,,
3470,,20100703,,,,,,,
3471,,20100704,,,,,,,
3472,,20100705,,,,,,,
3473,,20100706,,,,,,,
3474,,20100707,,,,,,,
3475,,20100708,,,,,,,
3476,,20100709,,,,,,,
3477,,20100710,,,,,,,
3478,,20100711,,,,,,,
3479,,20100712,,,,,,,
3480,,20100713,,,,,,,
3481,,20100714,,,,,,,
3482,,20100715,,,,,,,
3483,,20100716,,,,,,,
3484,,20100717,,,,,,,
3485,,20100718,,,,,,,
3486,,20100719,,,,,,,
3487,,20100720,,,,,,,
3488,,20100721,,,,,,,
3489,,20100722,,,,,,,
3490,,20100723,,,,,,,
3491,,20100724,,,,,,,
3492,,20100725,,,,,,,
3493,,20100726,,,,,,,
3494,,20100727,,,,,,,
3495,,20100728,,,,,,,
3496,,20100729,,,,,,,
3497,,20100730,,,,,,,
3498,,20100731,,,,,,,
3499,,20100801,,,,,,,
3500,,20100802,,,,,,,
3501,,20100803,,,,,,,
3502,,20100804,,,,,,,
3503,,20100805,,,,,,,
3504,,20100806,,,,,,,
3505,,20100807,,,,,,,
3506,,20100808,,,,,,,
3507,,20100809,,,,,,,
3508,,20100810,,,,,,,
3509,,20100811,,,,,,,
3510,,20100812,,,,,,,
3511,,20100813,,,,,,,
3512,,20100814,,,,,,,
3513,,20100815,,,,,,,
3514,,20100816,,,,,,,
3515,,20100817,,,,,,,
3516,,20100818,,,,,,,
3517,,20100819,,,,,,,
3518,,20100820,,,,,,,
3519,,20100821,,,,,,,
3520,,20100822,,,,,,,
3521,,20100823,,,,,,,
3522,,20100824,,,,,,,
3523,,20100825,,,,,,,
3524,,20100826,,,,,,,
3525,,20100827,,,,,,,
3526,,20100828,,,,,,,
3527,,20100829,,,,,,,
3528,,20100830,,,,,,,
3529,,20100831,,,,,,,
3530,,20100901,,,,,,,
3531,,20100902,,,,,,,
3532,,20100903,,,,,,,
3533,,20100904,,,,,,,
3534,,20100905,,,,,,,
3535,,20100906,,,,,,,
3536,,20100907,,,,,,,
3537,,20100908,,,,,,,
3538,,20100909,,,,,,,
3539,,20100910,,,,,,,
3540,,20100911,,,,,,,
3541,,20100912,,,,,,,
3542,,20100913,,,,,,,
3543,,20100914,,,,,,,
3544,,20100915,,,,,,,
3545,,20100916,,,,,,,
3546,,20100917,,,,,,,
3547,,20100918,,,,,,,
3548,,20100919,,,,,,,
3549,,20100920,,,,,,,
3550,,20100921,,,,,,,
3551,,20100922,,,,,,,
3552,,20100923,,,,,,,
3553,,20100924,,,,,,,
3554,,20100925,,,,,,,
3555,,20100926,,,,,,,
3556,,20100927,,,,,,,
3557,,20100928,,,,,,,
3558,,20100929,,,,,,,
3559,,20100930,,,,,,,
3560,,20101001,,,,,,,
3561,,20101002,,,,,,,
3562,,20101003,,,,,,,
3563,,20101004,,,,,,,
3564,,20101005,,,,,,,
3565,,20101006,,,,,,,
3566,,20101007,,,,,,,
3567,,20101008,,,,,,,
3568,,20101009,,,,,,,
3569,,20101010,,,,,,,
3570,,20101011,,,,,,,
3571,,20101012,,,,,,,
3572,,20101013,,,,,,,
3573,,20101014,,,,,,,
3574,,20101015,,,,,,,
3575,,20101016,,,,,,,
3576,,20101017,,,,,,,
3577,,20101018,,,,,,,
3578,,20101019,,,,,,,
3579,,20101020,,,,,,,
3580,,20101021,,,,,,,
3581,,20101022,,,,,,,
3582,,20101023,,,,,,,
3583,,20101024,,,,,,,
3584,,20101025,,,,,,,
3585,,20101026,,,,,,,
3586,,20101027,,,,,,,
3587,,20101028,,,,,,,
3588,,20101029,,,,,,,
3589,,20101030,,,,,,,
3590,,20101031,,,,,,,
3591,,20101101,,,,,,,
3592,,20101102,,,,,,,
3593,,20101103,,,,,,,
3594,,20101104,,,,,,,
3595,,20101105,,,,,,,
3596,,20101106,,,,,,,
3597,,20101107,,,,,,,
3598,,20101108,,,,,,,
3599,,20101109,,,,,,,
3600,,20101110,,,,,,,
3601,,20101111,,,,,,,
3602,,20101112,,,,,,,
3603,,20101113,,,,,,,
3604,,20101114,,,,,,,
3605,,20101115,,,,,,,
3606,,20101116,,,,,,,
3607,,20101117,,,,,,,
3608,,20101118,,,,,,,
3609,,20101119,,,,,,,
3610,,20101120,,,,,,,
3611,,20101121,,,,,,,
3612,,20101122,,,,,,,
3613,,20101123,,,,,,,
3614,,20101124,,,,,,,
3615,,20101125,,,,,,,
3616,,20101126,,,,,,,
3617,,20101127,,,,,,,
3618,,20101128,,,,,,,
3619,,20101129,,,,,,,
3620,,20101130,,,,,,,
3621,,20101201,,,,,,,
3622,,20101202,,,,,,,
3623,,20101203,,,,,,,
3624,,20101204,,,,,,,
3625,,20101205,,,,,,,
3626,,20101206,,,,,,,
3627,,20101207,,,,,,,
3628,,20101208,,,,,,,
3629,,20101209,,,,,,,
3630,,20101210,,,,,,,
3631,,20101211,,,,,,,
3632,,20101212,,,,,,,
3633,,20101213,,,,,,,
3634,,20101214,,,,,,,
3635,,20101215,,,,,,,
3636,,20101216,,,,,,,
3637,,20101217,,,,,,,
3638,,20101218,,,,,,,
3639,,20101219,,,,,,,
3640,,20101220,,,,,,,
3641,,20101221,,,,,,,
3642,,20101222,,,,,,,
3643,,20101223,,,,,,,
3644,,20101224,,,,,,,
3645,,20101225,,,,,,,
3646,,20101226,,,,,,,
3647,,20101227,,,,,,,
3648,,20101228,,,,,,,
3649,,20101229,,,,,,,
3650,,20101230,,,,,,,
3651,,20101231,,,,,,,
3652,,20110101,,,,,,,
3653,,20110102,,,,,,,
3654,,20110103,,,,,,,
3655,,20110104,,,,,,,
3656,,20110105,,,,,,,
3657,,20110106,,,,,,,
3658,,20110107,,,,,,,
3659,,20110108,,,,,,,
3660,,20110109,,,,,,,
3661,,20110110,,,,,,,
3662,,20110111,,,,,,,
3663,,20110112,,,,,,,
3664,,20110113,,,,,,,
3665,,20110114,,,,,,,
3666,,20110115,,,,,,,
3667,,20110116,,,,,,,
3668,,20110117,,,,,,,
3669,,20110118,,,,,,,
3670,,20110119,,,,,,,
3671,,20110120,,,,,,,
3672,,20110121,,,,,,,
3673,,20110122,,,,,,,
3674,,20110123,,,,,,,
3675,,20110124,,,,,,,
3676,,20110125,,,,,,,
3677,,20110126,,,,,,,
3678,,20110127,,,,,,,
3679,,20110128,,,,,,,
3680,,20110129,,,,,,,
3681,,20110130,,,,,,,
3682,,20110131,,,,,,,
3683,,20110201,,,,,,,
3684,,20110202,,,,,,,
3685,,20110203,,,,,,,
3686,,20110204,,,,,,,
3687,,20110205,,,,,,,
3688,,20110206,,,,,,,
3689,,20110207,,,,,,,
3690,,20110208,,,,,,,
3691,,20110209,,,,,,,
3692,,20110210,,,,,,,
3693,,20110211,,,,,,,
3694,,20110212,,,,,,,
3695,,20110213,,,,,,,
3696,,20110214,,,,,,,
3697,,20110215,,,,,,,
3698,,20110216,,,,,,,
3699,,20110217,,,,,,,
3700,,20110218,,,,,,,
3701,,20110219,,,,,,,
3702,,20110220,,,,,,,
3703,,20110221,,,,,,,
3704,,20110222,,,,,,,
3705,,20110223,,,,,,,
3706,,20110224,,,,,,,
3707,,20110225,,,,,,,
3708,,20110226,,,,,,,
3709,,20110227,,,,,,,
3710,,20110228,,,,,,,
3711,,20110301,,,,,,,
3712,,20110302,,,,,,,
3713,,20110303,,,,,,,
3714,,20110304,,,,,,,
3715,,20110305,,,,,,,
3716,,20110306,,,,,,,
3717,,20110307,,,,,,,
3718,,20110308,,,,,,,
3719,,20110309,,,,,,,
3720,,20110310,,,,,,,
3721,,20110311,,,,,,,
3722,,20110312,,,,,,,
3723,,20110313,,,,,,,
3724,,20110314,,,,,,,
3725,,20110315,,,,,,,
3726,,20110316,,,,,,,
3727,,20110317,,,,,,,
3728,,20110318,,,,,,,
3729,,20110319,,,,,,,
3730,,20110320,,,,,,,
3731,,20110321,,,,,,,
3732,,20110322,,,,,,,
3733,,20110323,,,,,,,
3734,,20110324,,,,,,,
3735,,20110325,,,,,,,
3736,,20110326,,,,,,,
3737,,20110327,,,,,,,
3738,,20110328,,,,,,,
3739,,20110329,,,,,,,
3740,,20110330,,,,,,,
3741,,20110331,,,,,,,
3742,,20110401,,,,,,,
3743,,20110402,,,,,,,
3744,,20110403,,,,,,,
3745,,20110404,,,,,,,
3746,,20110405,,,,,,,
3747,,20110406,,,,,,,
3748,,20110407,,,,,,,
3749,,20110408,,,,,,,
3750,,20110409,,,,,,,
3751,,20110410,,,,,,,
3752,,20110411,,,,,,,
3753,,20110412,,,,,,,
3754,,20110413,,,,,,,
3755,,20110414,,,,,,,
3756,,20110415,,,,,,,
3757,,20110416,,,,,,,
3758,,20110417,,,,,,,
3759,,20110418,,,,,,,
3760,,20110419,,,,,,,
3761,,20110420,,,,,,,
3762,,20110421,,,,,,,
3763,,20110422,,,,,,,
3764,,20110423,,,,,,,
3765,,20110424,,,,,,,
3766,,20110425,,,,,,,
3767,,20110426,,,,,,,
3768,,20110427,,,,,,,
3769,,20110428,,,,,,,
3770,,20110429,,,,,,,
3771,,20110430,,,,,,,
3772,,20110501,,,,,,,
3773,,20110502,,,,,,,
3774,,20110503,,,,,,,
3775,,20110504,,,,,,,
3776,,20110505,,,,,,,
3777,,20110506,,,,,,,
3778,,20110507,,,,,,,
3779,,20110508,,,,,,,
3780,,20110509,,,,,,,
3781,,20110510,,,,,,,
3782,,20110511,,,,,,,
